,train_step,reward_mean,reward_std
0,0,286358.0,0.0
1,1,281691.0,0.0
2,2,288276.0,0.0
3,3,284162.0,0.0
4,4,282821.0,0.0
5,5,286906.0,0.0
6,6,284117.0,0.0
7,7,284827.0,0.0
8,8,286503.0,0.0
9,9,284559.0,0.0
10,10,280985.0,0.0
11,11,287279.0,0.0
12,12,285876.0,0.0
13,13,282255.0,0.0
14,14,286752.0,0.0
15,15,284000.0,0.0
16,16,283686.0,0.0
17,17,288532.0,0.0
18,18,283353.0,0.0
19,19,282430.0,0.0
20,20,288099.0,0.0
21,21,284464.0,0.0
22,22,283727.0,0.0
23,23,287700.0,0.0
24,24,283247.0,0.0
25,25,284289.0,0.0
26,26,285201.0,0.0
27,27,286188.0,0.0
28,28,283194.0,0.0
29,29,287608.0,0.0
30,30,282971.0,0.0
31,31,282655.0,0.0
32,32,287331.0,0.0
33,33,282642.0,0.0
34,34,281084.0,0.0
35,35,288997.0,0.0
36,36,283755.0,0.0
37,37,280731.0,0.0
38,38,287071.0,0.0
39,39,283395.0,0.0
40,40,282217.0,0.0
41,41,287466.0,0.0
42,42,283496.0,0.0
43,43,283690.0,0.0
44,44,287201.0,0.0
45,45,286640.0,0.0
46,46,283142.0,0.0
47,47,287690.0,0.0
48,48,283158.0,0.0
49,49,284361.0,0.0
50,50,286550.0,0.0
51,51,283560.0,0.0
52,52,281993.0,0.0
53,53,287390.0,0.0
54,54,284370.0,0.0
55,55,281048.0,0.0
56,56,288353.0,0.0
57,57,285359.0,0.0
58,58,282556.0,0.0
59,59,284883.0,0.0
60,60,285872.0,0.0
61,61,282714.0,0.0
62,62,286337.0,0.0
63,63,283521.0,0.0
64,64,282421.0,0.0
65,65,288041.0,0.0
66,66,284650.0,0.0
67,67,283925.0,0.0
68,68,287288.0,0.0
69,69,283057.0,0.0
70,70,284828.0,0.0
71,71,285578.0,0.0
72,72,285345.0,0.0
73,73,282828.0,0.0
74,74,286381.0,0.0
75,75,284536.0,0.0
76,76,283345.0,0.0
77,77,288360.0,0.0
78,78,282728.0,0.0
79,79,284127.0,0.0
80,80,287443.0,0.0
81,81,284960.0,0.0
82,82,282204.0,0.0
83,83,287739.0,0.0
84,84,284715.0,0.0
85,85,284596.0,0.0
86,86,287113.0,0.0
87,87,284756.0,0.0
88,88,281603.0,0.0
89,89,287127.0,0.0
90,90,282431.0,0.0
91,91,285141.0,0.0
92,92,286302.0,0.0
93,93,283630.0,0.0
94,94,282055.0,0.0
95,95,286986.0,0.0
96,96,284916.0,0.0
97,97,281118.0,0.0
98,98,287126.0,0.0
99,99,283871.0,0.0
