,train_step,reward_mean,reward_std
0,0,283653.0,0.0
1,1,289205.0,0.0
2,2,283927.0,0.0
3,3,285899.0,0.0
4,4,286743.0,0.0
5,5,282730.0,0.0
6,6,286429.0,0.0
7,7,285996.0,0.0
8,8,283652.0,0.0
9,9,285908.0,0.0
10,10,286012.0,0.0
11,11,283074.0,0.0
12,12,285661.0,0.0
13,13,286679.0,0.0
14,14,283908.0,0.0
15,15,284676.0,0.0
16,16,285162.0,0.0
17,17,282168.0,0.0
18,18,286979.0,0.0
19,19,287077.0,0.0
20,20,281200.0,0.0
21,21,286887.0,0.0
22,22,285747.0,0.0
23,23,282600.0,0.0
24,24,284263.0,0.0
25,25,286703.0,0.0
26,26,282289.0,0.0
27,27,286059.0,0.0
28,28,284436.0,0.0
29,29,282701.0,0.0
30,30,283949.0,0.0
31,31,286355.0,0.0
32,32,283071.0,0.0
33,33,285375.0,0.0
34,34,287257.0,0.0
35,35,283189.0,0.0
36,36,285434.0,0.0
37,37,285634.0,0.0
38,38,282882.0,0.0
39,39,285469.0,0.0
40,40,284764.0,0.0
41,41,284023.0,0.0
42,42,288008.0,0.0
43,43,285148.0,0.0
44,44,281477.0,0.0
45,45,287710.0,0.0
46,46,283194.0,0.0
47,47,286784.0,0.0
48,48,284284.0,0.0
49,49,281544.0,0.0
50,50,283525.0,0.0
51,51,286468.0,0.0
52,52,283740.0,0.0
53,53,282701.0,0.0
54,54,287239.0,0.0
55,55,284449.0,0.0
56,56,280214.0,0.0
57,57,288673.0,0.0
58,58,285037.0,0.0
59,59,283453.0,0.0
60,60,284711.0,0.0
61,61,286389.0,0.0
62,62,284126.0,0.0
63,63,287394.0,0.0
64,64,283905.0,0.0
65,65,283166.0,0.0
66,66,288167.0,0.0
67,67,283618.0,0.0
68,68,282219.0,0.0
69,69,287934.0,0.0
70,70,285195.0,0.0
71,71,279926.0,0.0
72,72,287350.0,0.0
73,73,281166.0,0.0
74,74,284648.0,0.0
75,75,286463.0,0.0
76,76,282447.0,0.0
77,77,283577.0,0.0
78,78,286542.0,0.0
79,79,282009.0,0.0
80,80,283550.0,0.0
81,81,288603.0,0.0
82,82,287453.0,0.0
83,83,281286.0,0.0
84,84,287548.0,0.0
85,85,285391.0,0.0
86,86,284055.0,0.0
87,87,287090.0,0.0
88,88,282276.0,0.0
89,89,283525.0,0.0
90,90,286515.0,0.0
91,91,282110.0,0.0
92,92,281684.0,0.0
93,93,287632.0,0.0
94,94,285238.0,0.0
95,95,281303.0,0.0
96,96,286207.0,0.0
97,97,284461.0,0.0
98,98,282130.0,0.0
99,99,285137.0,0.0
